SENTENCE,LABEL
Dual luciferase reporter assay indicated that miR-139 significantly suppressed the relative luciferase activity of pmirGLO-FoxO1-3'UTR or pmirGLO-FoxP1-3'UTR.,1
Further bioinformatics analysis showed cyclin E1 (CCNE1) was a potential target gene of miR-195.,1
"In addition, a rescue experiment revealed that there were no differences in cell proliferation, invasion, and migration in HT29 and HCT116 cells co-transfected with miR-19a-3p-mimics+sh-FOXF2 and miR-19a-3p-inhibitor+si-FOXF2 compared to the miR-negative control group.",0
Knockdown of microRNA-203 reduces cisplatin chemo-sensitivity to osteosarcoma cell lines MG63 and U2OS in vitro by targeting RUNX2.,1
Induction of miR-185 enhanced the insulin signalling pathway by up-regulating the insulin-receptor substrate-2. CONCLUSION:,1
"The effects of miR-93 and pigment epithelium-derived factor (PEDF) on cell proliferation and invasion were assessed using the 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide and Transwell assays.",0
"Our research demonstrated that LINC00052 is highly expressed in breast cancer and promotes breast cancer proliferation, migration, and invasion via the miR-548p/Notch2/Pyk2 axis.",1
Down-regulation of microRNA-146a is associated with high-risk human papillomavirus infection and epidermal growth factor receptor overexpression in penile squamous cell carcinoma.,0
"Our results support a novel, physiological role for SHIP-1 in the control of NK cell tumor trafficking, and implicate miR-155 in the regulation of NK cell chemotaxis, in the context of mammary carcinoma.",0
"In addition, miR-192 directly targeted RB1 and suppressed its expression in NPC.",1
"Additionally, in two hepatoma cell lines, we found that over-expression of miR-18b or down-regulation of TNRC6B accelerated cell proliferation and loss of cell adhesion ability.",0
"Furthermore, another key component, TGF-beta and one of its receptors (TGFBR2) were found to be down-regulated by miR-20a.",1
LncRNA OIP5-AS1 modulates the proliferation and apoptosis of Jurkat cells by sponging miR-181c-5p to regulate IL-7 expression in myasthenia gravis.,1
"Here, we demonstrate that miR-630 inhibits cell proliferation by targeting cell-cycle kinase 7 (CDC7) kinase, but maintains the apoptotic balance by targeting multiple activators of apoptosis under genotoxic stress.",1
"In summary, our study demonstrated that a higher level of circFNDC3B could lead to the increased expression of CD44 and CDH1 via modulating the signaling pathways of miR-942/CD44 and miR-510/CDH1 in EGC patients.",1
"Here, we show the biological role of MIR452 and general transcription factor IIE subunit 1 (GTF2E1) in colorectal cancer.",0
"Inhibition of miR-377 and overexpression of NR6A1 restored the proliferation, migration and invasion in GC cells lacking hsa_circ_001653.",0
"CONCLUSION: Our data reveal a new potential pathway in which VEGF promotes the invasion of ovarian cancer cells, partially via the down-regulation of Ezrin and Lamin A/C caused by increased expression of miR-205.",1
And the possible mechanism of miR-146a-5p increasing chemosensitivity of NSCLC to cisplatin could be targeting Atg12 to inhibit autophagy.,0
"RESULTS: The miR-302S family including miR-302a, miR-302b, miR-302c, and miR-302d was significantly down-regulated in P-glycoprotein (P-gp)-overexpressing MCF-7/ADR cells.",0
"Appropriate assays were designed for apoptosis, viability, the ability to form colonies and reporter assays to study the effects of the miR-3116 or FGFR1.",0
The expression of miR-214 negatively correlated with PTEN in OS tissues.,0
In vivo tumorigenicity assay showed that miR-494 and GALNT7-small interfering RNA (siRNA) reduced tumor growth in nude mice.,0
The effects of microRNA-802 on the expression of YWHAZ and its biological effects were measured by Western blotting and RT-qPCR.,0
"We also found JAG1, the miR-199b target gene, promotes PSCs proliferation through activating the Notch1 signal pathway.",1
CircDUSP16 promotes the tumorigenesis and invasion of gastric cancer by sponging miR-145-5p.,0
One of the mechanisms is the down-regulation of VEGF expression by miR-145 by binding to the 3'UTR of VEGF mRNA specifically.,1
"miR-NC or miR-21 inhibitor was transfected into A2780 or SKOV3 cells followed by the analysis of the expression of miR-21, PTEN, p-AKT, cell apoptosis by flow cytometry, and proliferation by EdU assay.",0
CONCLUSIONS: Circ-ATAD1 is overexpressed in OS and suppresses miR-154-5p maturation to increase cell invasion and migration.,0
"In addition, TUSC8 and PTEN were upstream and downstream target molecule of miR-641, respectively.",1
"Using miRNA array analyses for age-matched normal cervix and cervical cancer tissues, in combination with northern blot verification, we identified significantly deregulated miRNAs in cervical cancer tissues, with miR-126, miR-143, and miR-145 downregulation and miR-15b, miR-16, miR-146a, and miR-155 upregulation.",0
"Collectively, LINC00152 was activated by TCF3 and promotes cell proliferation and migration in osteosarcoma via miR-1182-CDK14 axis.",1
"Luciferase reporter, RIP, and RNA pull-down assays were also performed to confirm the target relationship among LINC00665, miR-4458 and DOCK1.",0
"We identified that overexpression of miR-195 inhibited ACHN cell viability, migration, invasion, and it also induced cell apoptosis by targeting VEGFR2 via PI3K/Akt and Raf/MEK/ERK signaling pathways.",1
"Trans-3,5,4 -trimethoxystilbene reduced gefitinib resistance in NSCLCs via suppressing MAPK/Akt/Bcl-2 pathway by upregulation of miR-345 and miR-498.",0
"In conclusion, urolithin A may exert neuroprotective effects and may aid in preventing D-gal-induced brain aging through activation of the miR-34a-mediated SIRT1/mTOR signaling pathway.",0
Isoliquiritigenin modulates miR-374a/PTEN/Akt axis to suppress breast cancer tumorigenesis and metastasis.,1
LOXL1-AS1 contributed to CRC progression via modulating miR-1224-5p/miR-761/HK2 pathway.,1
"Therefore, miR-376b controls autophagy by directly regulating intracellular levels of two key autophagy proteins, ATG4C and BECN1.",1
Cytokine IL9 Triggers the Pathogenesis of Inflammatory Bowel Disease Through the miR21-CLDN8 Pathway.,1
"Moreover, hypoxia induced gene expression of miR-18b-5p was clarified to be transcriptionally mediated by HIF-1alpha.",0
"Luciferase, as well as miRNA-transfection assays show decline in the expression of mutant NOL4 construct due to the creation of a binding site for hsa-miR-4796-5p.",1
LINC00467 facilitates osteosarcoma progression by sponging miR-217 to regulate KPNA4 expression.,0
"Here, we show that the 3' untranslated region of CSR1 contains a target site of miR-650.",1
The present study was undertaken to determine the roles of TLR9 on lung cancer and whether miR-26a is involved in TLR9-mediated lung cancer growth and migration.,0
TRPA1 involved in miR-141-5p-alleviated neuropathic pain induced by oxaliplatin.,0
"The current study found that caspase 1 expression was substantially increased in both glioma tissues and glioma cell lines, U87 and T98G, while miR-214 expression was significantly downregulated.",1
"In addition, a feedback loop was also discovered between DNMT3A and miR-206.",1
"Finally, high expression of miR-497 conferred a better prognosis, indicated by Kaplan-Meier test, especially in HER2 overexpression and triple-negative breast cancer (TNBC).",0
"Similarly, the injection of mature miRNA-21 into cells up-regulated Bcl2l1 and down-regulated casp3.",1
"The functional effects of miR-193b were mediated, in large part, by the concomitant increased expression of its target, urokinase-type plasminogen activator, a known tumor-associated protease.",1
"circTOP2A could regulate RPN2 expression by sponging miR-422a, verified by Western blot, dual-luciferase reporter gene assay and RNA pull down.",1
Our results present dysfunctional miRNAs in endometrial cancer and identify a crucial role for miR-204-FOXC1 interaction in endometrial cancer progression.,1
Blockage of miR-132 using miR-132 inhibitor reversed the Ach action upon LPS-induced release of inflammatory mediators and reduction in AchE protein/activity.,0
"Lentiviral miR-155 overexpression models were performed in TPC-1 and CGTH-W3 cells, and the effects on cell growth were evaluated.",0
"SIX1 glycolytic function is directly repressed by microRNA-548a-3p, which is downregulated, inversely correlates with SIX1, and is a good predictor of prognosis in breast cancer patients.",0
MiR-29c suppresses invasion and metastasis by targeting TIAM1 in nasopharyngeal carcinoma.,1
"Moreover, over and low expressions of ADAR1 reduce and enhance microRNA-432 (miR-432) expression respectively in vitro.",0
Delineating the underlying molecular mechanism of miR-20a-mediated MET and defining the target genes will help us to introduce a miRNA-mediated effective therapeutic strategy against breast cancer.,0
Reconstitution of normal levels of Rbm24 in cells overexpressing microRNA-222 rescues muscle-specific splicing.,0
"RT-qPCR and western blot showed that miR-19a-3p was upregulated in NPC tissues and cells and related to poor prognosis, methyltransferase-like 3 (METTL3) was highly expressed while BMP and activin membrane-bound inhibitor (BAMBI) was weakly expressed in NPC tissues and cells.",0
"Overall, these findings demonstrate that miR-539 inhibits glioma cell proliferation and invasion by targeting DIXDC1.",1
"Ten mRNAs (CSRP2, CKS2, ADGRG6, MB21D1, GMNN, RIPOR3, RAD51, PCLAF, ORC1, NAGS), 9 lncRNAs (LINC02560, HOXC13 - AS, FOXD2 - AS1, AC105277.1, AC099850.3, STARD4 - AS1, SLC16A1 - AS1, MIR503HG, MIR100HG) and 8 miRNAs (miR - 654, miR - 503, miR - 450a, miR - 379, miR - 369, miR - 190a, miR - 101, and let-7c) were found to be significantly associated with overall survival (log-rank p < 0.05).",0
"Furthermore, in vivo metastasis experiments indicated that miR-770 overexpression led to more prominent OSCC metastasis and downregulated Sirt7 expression.",1
Dual-luciferase assay demonstrated that OTX1 was a direct molecular target of miR-223-5p in LUSC cells.,1
"In conclusion, miR-22 inhibited cell proliferation, migration, and invasion via targeting the 3'-UTR of SIRT1 in the progression of glioblastoma and miR-22-SIRT1 pathway can be recommended as a potential target for treatment of glioblastoma.",1
Luciferase reporter assays indicated that miR-595 inhibits the expression of neural cell adhesion molecule-1 and fibroblast growth factor receptor 2.,1
"Collectively, the results demonstrated that miR-216a enhanced the radiosensitivity of pancreatic cancer cells by inhibiting beclin-1-mediated autophagy, suggesting a promising molecular target for improving the radiotherapy of pancreatic cancer.",1
BACKGROUND: The regulation of Mut L homologue 1 (MLH1) expression by microRNA (miR)-155 and its prognostic significance in pancreatic cancer (PC) remain to be elucidated.,0
"A novel miR-200c/c-myc negative regulatory feedback loop is essential to the EMT process, CSC biology and drug sensitivity in nasopharyngeal cancer.",1
"Furthermore, we found that the suppression of b-Myb expression by ginkgetin was rescued ~5.1-fold by treatment with a miR-34a inhibitor (500 nM) and b-Myb was downregulated by >80% by 100 nM miR-34a mimic.",1
"Furthermore, the PTEN siRNA abolishes the discrepancy of growth and metastasis capacity between miR-552 mimic ovarian cells and control cells.",1
"In white blood cells from patients with SLE, MCPIP1 expression was elevated, and its expression correlated positively with the IFN score and negatively with the miR-146a transcript level.",0
"In this study, we found that miR-15b, an important miRNA during HBV infection and hepatocellular carcinoma development, directly binds hepatocyte nuclear factor 1alpha (HNF1alpha) mRNA, a negative regulator of HBV Enhancer I, to attenuate HNF1alpha expression, resulting in transactivation of HBV Enhancer I, in turn causing the enhancement of HBV replication and expression of HBV antigens, including HBx protein, finally leading to the down-regulated expression of miR-15b in both cell lines and mice in a long cascade of events.",1
Further mechanism research revealed that the SRC/STAT3 pathway is involved in miR-1252-5p/NEDD9 mediation of PAC's biological behaviors.,1
"At last, dual-luciferase reporter assay was employed to test whether miR-144 regulates zinc finger E-box-binding homeobox 1 (ZEB1) gene expression.",0
Further study revealed that miR-372 was an upstream target of ATAD2 as miR-372 was bound directly to its 3' untranslated region (3' UTR).,1
"To sum up, overexpressed MIR22HG inhibits the viability and proliferation of osteosarcoma cells, which was achieved via regulation of the miR-629-5p/TET3 axis.",1
"The expression of miR-34a in the adjacent non-tumor tissues was higher than that in gastric cancer tissues, but Tgif2 was opposite.",0
Gain and loss of function experiments demonstrated that miR-153 suppressed the expression of APP and APLP2.,1
"Knockdown of hsa_circ_001653 suppressed the proliferation, invasion and migration of GC cells, while inducing cell apoptosis via miR-377-mediated NR6A1 inhibition.",1
A feedback expression of microRNA-590 and activating transcription factor-3 in human breast cancer cells.,1
"Our previous study has demonstrated that miR-23b enhances oxidized low-density lipoprotein (oxLDL)-induced inflammatory response of macrophages through the A20/NF-kappaB signaling pathway, thus contributing to atherosclerosis.",0
"We compared the capacity of three miR-31 isoforms (miR-31-H, miR-31-P, and miR-31-M), which differ only slightly in their 5'- and/or 3'-end sequences, to regulate several known targets and a predicted target, Dicer.",0
"We also established that the Fas ligand (FASLG) and B-cell translocation gene 2 (BTG2), regulated by miR-21, contribute to the transformation induced by MNNG in GES-1 cells.",1
"Differential ability of formononetin to stimulate proliferation of endothelial cells and breast cancer cells via a feedback loop involving MicroRNA-375, RASD1, and ERalpha.",1
MicroRNA-379 inhibits laryngeal carcinoma cell proliferation and invasion through directly targeting TCF-4.,1
"Western blotting showed that the protein level of DTL was higher in NC mimic group (t=7.953,P=0.001) than in miR-490 mimic group and higher in miR-490 inhibitor group than in NC inhibitor group (t=10.552,P<0.001).",0
"Further investigation of the regulatory influence of miR-451a identified as one of the major targets Sparc mRNA, which encodes a secreted protein acidic and rich in cysteine (SPARC) that functions in wound healing and cellular differentiation.",1
"The expression of miR-143 in the transfected HeLa cells was detected by real-time PCR (RT-PCR), and the expression of K-ras protein was detected by Western blot.",0
"In the section of mechanism experiments, hsa_circ_0003823 regulated CRISP3 by targeting microRNA-607 (miR-607) to promote progression of ESCC.",1
"Mature miR-154-5p, but not premature miR-154-5p, was downregulated in OS tissues compared to non-tumor tissues and was inversely correlated with circ-ATAD1.",0
"The overexpression of LDHA mitigated the effects of si-MYC and miR-122-5p mimic on glycolysis of HCC cells, respectively.",1
"METHODS: KCNQ1OT1, miR-134 and TRIM44 mRNA expression were examined by a quantitative reverse transcriptase-polymerase chain reaction (qRT-PCR).",0
OBJECTIVE: To investigate if miR-145a-5p participates the modulation process of CD137 signaling on the expression of nuclear factor of activated T cells c1 (NFATc1) in ApoE(-)/(-) mice.,0
MiR-1297 suppresses pancreatic cancer cell proliferation and metastasis by targeting MTDH.,1
ZEB2 was identified as a down-stream target of miR-145 and TUG1 exerted its function through the miR-145/ZEB2 axis.,1
"In the present study, the function of miR-125a on the expression of Smad ubiquitin regulatory factor 1 (Smurf1) was investigated in vitro and in vivo.",0
miR-182 selectively targets HOXA10 in goat endometrial epithelium cells in vitro.,1
"Furthermore, it was observed that miR-148b significantly decreased expression of HIF-1 and Nrf2 by downregulating ERMP1.",1
"Furthermore, miR-6835-3p exerted negative effects on insulin secretion in SU.86.86 and MIN-6 cells, which were mediated by regulating AdipoR1 expression.",1
"In conclusion, this study demonstrated that CSFV inhibits miR-140 expression and miR-140 inhibits replication by binding to host factor Rab25.",1
"Meanwhile, miR-144-3p was downregulated and negatively correlated with GLI2 in GC.",0
"HCT116 cells were transfected with miR-223 mimics or small interfering RNA (siRNA) targeting FBXW7 (siFBXW7), and the effects of these treatments on cell proliferation and apoptosis were examined.",0
"In summary, our data revealed that the miR-381/SPIN1 axis greatly contributes to CRC tumorigenesis by orchestrating the Wnt/beta-catenin pathway, thereby representing actionable therapeutic targets for colorectal cancer patients.",1
"Our findings suggest that miR-126-mediated phosphoinositide-3-kinase regulation, not only fine-tunes VEGF-signaling, but it strongly enhances the activities of Ang-1 on vessel stabilization and maturation.",1
"Finally, the effects of miR-100 expression on growth, apoptosis and cell cycle of NSCLC cells by posttranscriptionally regulating PLK1 expression were determined.",1
"In this study, we report a novel mechanism by which endothelial miR-125a and let-7e-mediated regulation of interleukin-6 (IL-6) signaling can manipulate vasculogenic mimicry (VM) formation of MDA-MB-231 breast cancer cells.",1
"In addition, the sex-determining region Y-related high mobility group box 4 (SOX4) is identified as a target of miR-211 in GC cells, and SOX4 expression levels was inversely correlated with miR-211.",1
Knockdown of miR-1225-5p elevates ROS level via regulating Keap1/Nrf2 pathway.,0
"Dual-luciferase reporter system validated the direct interaction of circFMN2, miR-1182, hTERT.",1
This study provides evidence for understanding the molecular mechanism involved in the progression of hepatocellular carcinoma and identifies a novel network of LINC01018/miR-182-5p/FOXO1.,1
"CONCLUSION: circVAPA is highly expressed in oral cancer, and its abnormal expression might affect the proliferation, invasion and migration of oral cancer cells by modulating the miR-132/HOXA7 signaling axis.",1
TGF-beta1 contributes to AMT by downregulation of miR-422a via ERK activation and Cofilin-1 phosphorylation.,0
Our co-IP and ChIP assays revealed that HIF-1alpha and histone deacetylase 1 (HDAC1) form a complex and bind to the hypoxia response elements (HRE) on the miR-548an promoter.,0
"Furthermore, we demonstrated that miR-134 reverses the impact of MFI2-AS1 on HCC proliferation and metastasis through regulation on FOXM1.",1
We find that many plasticity-associated genes contain predicted miR-485 binding sites and further identify the presynaptic protein SV2A as a target of miR-485.,1
"Moreover, miR-96 may play an oncogenic role in breast cancer by suppressing the apoptosis through the regulation of ABCA1.",1
Two rs1054564-containing binding sites for hsa-miR-873-5p and hsa-miR-1233-3p were identified in the 3' untranslated region (UTR) of the GDF15 transcript using bioinformatics tools.,1
"Besides, CRC cell lines transfected by miR-488 mimic demonstrated decreases in glucose uptake and lactate secretion, increases in oxaliplatin/5-Fu-sensistivity, as well as diminished capability of proliferating, invading, and migratory (P < .05), which were reversible by extra transfection of pcDNA3.1-PFKFB3 (ie, miR-488 mimic + pcDNA3.1-PFKFB3 group).",0
"Moreover, exosome-derived microRNA29c induces apoptosis in bladder cancer cells by down-regulating BCL-2 and MCL-1.",1
"Ectopic expression of miR-184 led to downregulation of the SOX7 protein, resulting in upregulation of c-Myc, Cyclin D1, and phosphorylation of Rb.",1
SOX13 was a target of miR-1271-5p and SOX13 overexpression weakened the effects of miR-1271-5p on MM.,1
"Furthermore, the detection of luciferase reporter activity confirmed that miR-492 could target CD147 mRNA, and transfected with mimic miR-492 in cells reduced CD147 expression.",1
"Furthermore, as the target gene of miR-425-5p, PDCD4 silencing could ameliorate the suppressive roles of circMKLN1 in RB cell growth and metastasis.",1
"Our results suggest that miR-302b plays an important role in maintaining the pluripotency of ECCs and probably ESCs, by post-transcriptional regulation of Cyclin D2 expression.",1
"Increased expression of miR-7-5p inhibited DNA repair by modulating the expression of poly (ADP-ribose) polymerase 1 (PARP-1), reducing energy consumption, and promoting autophagy via suppression of the expression of Bcl-2.",1
[CD137 signaling regulates the expression of nuclear factor of activated T cells c1 through miR-145a-5p in ApoE(-)/(-) mice].,1
Circ-ATAD1 is overexpressed in osteosarcoma (OS) and suppresses the maturation of miR-154-5p to increase cell invasion and migration.,0
The spry2 gene could therefore be a direct target of miR-122.,1
"Moreover, the expression of PON1 had a negative regulatory relationship with the expression of miR-616(r=-0.3959, P<0.05) in human tissues.",1
"Notably, liver-specific miR-122, which is essential for metabolic homeostasis, suppresses G6PD expression by directly interacting with its 3'UTR.",1
Overexpressed circ_0067934 acts as an oncogene to facilitate cervical cancer progression via the miR-545/EIF3C axis.,1
"Western blot showed that forced expression of miR-18a could not only downregulate the expression of IRF2, but also inhibit the expression of P53, suggesting that IRF2 might play as a tumor suppressor by regulating P53 signaling in GC.",1
"CONCLUSIONS: MiR-30a-5p may play an essential role in the cell growth and apoptosis of HCC cells, partially via targeting AEG-1.",1
"Mechanistically, ZSCAN16-AS1 acted as a competing endogenous RNA by decoying miR-451a in HCC cells.",0
LINC00664/miR-411-5p/KLF9 feedback loop contributes to the human oral squamous cell carcinoma progression.,1
"Changes in the luciferase activity of reporter constructs harboring the 3'-untranslated region of the above proteins in SGC7901/DDP cells suggested that IGF1R, IRS1, mTOR, and BCL2 were target genes of miR-1271.",1
The miR-133b/PPP2R2D signaling pathway affects the effectiveness of cDDP chemotherapy.,1
"We identified that 3 miRNAs, miR-21-5p, miR-23a-3p and miR-222-3p, and their target Mn superoxide dismutase (SOD2) were significantly increased in LV and plasma of HF-rats.",1
MicroRNA-29c inhibits proliferation and promotes apoptosis in non-small cell lung cancer cells by targeting VEGFA.,1
"However, miR-195-5p failed to upregulate Foxo3 expression when AGO2 was knocked down.",0
"In this study, our goal was aimed to investigate the regulation of miR-182 in TZM-bl cells and explore the mechanisms by which miR-182 influenced Tat-induced HIV-1 transactivation through targeting at down-regulation of NAMPT expression.",0
"Furthermore, KRAS was confirmed as a direct target of miR-143, and silencing KRAS expression suppressed NPC cell viability and proliferation.",1
"MicroRNA-488 inhibits proliferation and motility of tumor cells via downregulating FSCN1, modulated by Notch3 in breast carcinomas.",1
"In several cancer models, miR-215 and miR-375 have been shown to target TS, while information on these miRNAs in PM are still limited although suggest their role in epithelial to mesenchymal transition.",1
MiR-483-5p controls angiogenesis in vitro and targets serum response factor.,1
ATF-3 expression level was significantly increased in MDA-MB231 cells and inhibition of ATF-3 expression in these cells increased the expression of pre-mir-590.,0
MiR-449b-5p targets lncRNA PSMG3-AS1 to suppress cancer cell proliferation in lung adenocarcinoma.,0
"We performed functional assays to determine the oncogenic role of miR-301b, the most differentially expressed miRNA, and its target gene leucine rich repeats and immunoglobulin like domains 1 (LRIG1), confirmed by bioinformatic analysis, luciferase reporter assay, western blotting and immunohistochemical assay in melanoma.",1
"Using lenti-virus-mediated shRNA to knockdown endogenous PKCalpha expression, we observed that TPA induced growth arrest, elevation of miR-101 and reduction of EZH2, EED and H3K27me3 proteins were all PKCalpha dependent.",0
"Interestingly, we also discovered that the human gene encoding the ubiquitin-specific peptidase 5 (USP5), which is known to promote cellular deubiquitination and ubiquitin/proteasome-dependent proteolysis, was a direct transcriptional target for miR-125a to repress.",1
"MicroRNA-449a overexpression, reduced NOTCH1 signals and scarce goblet cells characterize the small intestine of celiac patients.",1
The up-regulated miR-146a led to the decreased expression of TRAF6 and STAT-1.,1
Targeting this binding site with a specific blocker reversed mimic miR-340-5p-induced inhibition of RhoA activation and colon cancer cell migration and invasion.,1
"In this study, we placed these findings into the broader context of the MYC/miR-150/MYB/miR-155/PU.1 oncogenic network.",1
"An active form of the HIF-1alpha induced the expression of miR-210, showing the involvement of the HIF-1 signaling pathway in miR-210 gene transcription.",0
"Besides, miR-301a blocked Wnt/beta-catenin and NF-kappaB signaling pathways by regulation of CXCR4.",1
"Our data suggest that gene methylation is an important element in the regulation of the miR-200c/ZEB1 axis and that chromatin remodeling of the miR-200c/miR-141 locus is affected by ZEB1 and, thus, contributes to ZEB1-induced cellular plasticity.",1
"Mechanistically, we demonstrated that miR-665 induced apoptosis by inhibiting XBP1 and ORMDL3.",1
BAG3 regulates stability of IL-8 mRNA via interplay between HuR and miR-4312 in PDACs.,1
"miR-186-5p promotes cell growth, migration and invasion of lung adenocarcinoma by targeting PTEN.",1
"Further, we verified that miR-15a directly targeted and inhibited uncoupling protein-2 (UCP-2) gene expression.",1
The interaction between miR-32-5p and TLDC1 was verified using the dual-luciferase reporter assay.,1
An inverse correlation between DIXDC1 mRNA expression and miR-539 expression was found in glioma specimens.,0
Re-expression of miR-182 or miR-203 in EPT1 cells and prostate cancer PC3 cells induced mesenchymal to epithelial transition (MET) features.,0
"Forced expression of miR-99a or rapamycin treatment blocked insulin-induced PKM2 and HIF-1alpha expression, and glucose consumption and lactate production.",1
Bioinformatic analysis revealed the target gene OSBPL11 that could be regulated by miR-7-5p.,1
Circ_0008717 knockdown inhibited tumor growth in vivo by regulating miR-217 and FBXO17.,0
"In addition, PDCD4 protein expression and miR-503 mRNA expression were negatively correlated in CRC tissues.",0
Phosphatase and tensin homologue deleted on chromosome 10 (PTEN) was identified as a putative target of miR-582; transfection of the cells with a lentivirus with miR-582 mimics substantially decreased both the mRNA and protein levels of PTEN.,1
"CONCLUSIONS: Taken together, LINC00240 acted as a sponge for miR-7-5p and induced the overexpression of EGFR.",1
"Therefore, it was hypothesized that miR-223-3p may affect tumor growth and immunosuppression in breast cancer by inhibiting the NLRP3 inflammasome.",0
MicroRNA-204 targets JAK2 in breast cancer and induces cell apoptosis through the STAT3/BCl-2/survivin pathway.,1
Bioinformatics analyses and luciferase reporter assay showed that miR-152 targeted the 3'-UTR of neuropilin-1 mRNA to inhibit its translation.,1
CONCLUSION: GP exhibits neuroprotective properties by inhibiting alpha-synuclein expression in PD models through the miR-21/LAMP2A axis.,1
"In pancreatic cancer, the expression level of PD-L1 is negatively correlated with the expression level of miR-194-5p, and we identified that PD-L1 was target gene of miR-194-5p.",0
"This study aims to investigate whether circ-HIPK3 could promote the proliferation and invasion of glioma cells by upregulating STAT3 after binding to miR-124-3p, thus participating in the development of glioma.",0
"Meanwhile, further investigation uncovered that circ_0005623 could act as a sponge for miR-195-5p to regulate HOXB7 expression, thereby mediating the suppression effects of propofol on OSCC cells.",1
"Importantly, miR-372 was observed to target PBK, thus down-regulating its expression.",1
This ability of hsa-miR-200c to reclaim epithelial traits leads to the anticipation that molecular reprogramming of Zeb1-Slug/vimentin axis may relieve aggressiveness of prostate cancer.,1
[MiR-124-3p Enhances the Sansitivity of Chronic Myelogenous Leukemia Cell K562-R to Imatinib by Targeting ABCA2].,1
"Moreover, NEUROD1 was a direct target of miR-127-5p, and miR-127-5p exerted the anti-tumor role in NB cells by targeting NEUROD1.",1
"RESULTS: Transfection with the recombinant plasmid plegfp-N1/miR-126 resulted in decreased EGFL7 expression with the passage of time, and the expression reached the lowest level at 48 h after the transfection.",1
"The luciferase reporter system was used to verify that the relationship among ADAMTS9-AS2, TGFBR3 and miR-223-3p.",0
This effect is brought about by combining with PTBP1 to improve Ebf1 and interacting with miR-683 to regulate Sec2.,1
We have therefore identified a mechanism for ATR/Chk1 pathway which involves an increase in miR-107 leading to a decrease in MCL1.,1
Quantitative real-time PCR and western blot was employed to measure relative expression of hsa-let-7c or ANP32E.,0
Luciferase assay identified a functional MRE for miR-21 in the 3'-untranslated region of PPARalpha.,1
"Circ0106714 was found to be the most significantly downregulated circular RNA in CRC using a bioinformatics method, and we researched whether the ability of circ0106714 to sponge miR-942-5p and release DLG2 could affect CRC development via Hippo-YES-associated protein (YAP) signaling.",0
"TSPAN13 was a direct target of miR-369-3p, and silencing of TSPAN13 phenocopied the effect of miR-369-3p mimics in PTC cells.",1
Reporter assays indicated that miR-30a could bind to the 3'-untranslted region of Slug mRNA.,1
"We also confirmed that miR-331-3p inhibition decreased drug resistance by regulating cell apoptosis and multidrug resistance protein 1, multidrug resistance-related protein 1, and breast cancer resistance protein expression in pancreatic cancer cells, whereas miR-331-3p overexpression had the opposite effect.",1
"Within this network, we analyzed two validated targets, PAX3 and SNX2, and one candidate target, EIF4E, may account for the inhibitory effect of miR-206 on MET phosphorylation.",0
"RESULTS: Ectopic expression of miR-370 sensitized the CML K562 cell line to HHT by targeting FoxM1, the major regulator in cell proliferation and apoptosis.",1
"METHODS: In this study, human SH-SY5Y cells were treated with MPP+ and the expression of miR-34a and BCL2 was assessed.",0
"The miR-198/FGFR1 pathway was identified as another signal axis downstream of circ_0079558, and the co-overexpression of FGFR1 and MET largely rescued the proliferation ability of circ_0079558-silenced PTC cells.",0
"Our results showed that pretreatment with NaHS, an H(2)S donor, significantly reduced [(3)H]-leucine incorporation, cell surface area, mRNA expression of brain natriuretic peptide (BNP), intracellular reactive oxygen species (ROS), miR-21 and increased atrial natriuretic peptide (ANP) and miR-133a expression in hypertrophic cardiomyocytes.",0
"miR-210 and miR-296 expression levels increased 1 hour after PDT, although the other apoptosis-related miRNA (miR-7, miR-148a, miR-204, and miR-216) expression levels were unchanged.",0
"Moreover, luciferase reporter assays showed that microRNA-96 negatively regulates expression of gamma-globin in HEK293 cells, which depends on a seedless but highly complementary target site located within the coding sequence of gamma-globin.",1
Long Noncoding RNA PTPRG Antisense RNA 1 Reduces Radiosensitivity of Nonsmall Cell Lung Cancer Cells Via Regulating MiR-200c-3p/TCF4.,0
MiR-195 inhibits the proliferation of human cervical cancer cells by directly targeting cyclin D1.,1
Overexpression of miR-144 reduces ABCA1 expression and attenuates cholesterol efflux to apolipoproteinA1 in macrophages.,1
"Furthermore, the overexpression of miR-101 increased (p < 0.05) the mRNA and protein expression levels of the proliferation-related gene (PCNA) and anti-apoptotic gene (Bcl-2), and it decreased (p < 0.05) the mRNA and protein expression levels of the apoptotic gene (Bax).",1
Conclusion: miR-622 and NUAK1 demonstrated potential for being targets and biomarkers for GC treatment.,1
"Bioinformatic analysis showed that miR-301b may target LRIG1, miR-301b suppresses the luciferase activity of reporter constructs containing 3'UTR of LRIG1 as well as the expression level of LRIG1.",1
A link between the interleukin-6/Stat3 anti-apoptotic pathway and microRNA-21 in preimplantation mouse embryos.,0
"Our results demonstrate that Tau increases the silencing activity of the miRNA let-7a, miR-21 and miR-124 through DDX6.",0
LncRNA SNHG3 promotes the growth and metastasis of colorectal cancer by regulating miR-539/RUNX2 axis.,1
TGF-a1-induced miR-503 controls cell growth and apoptosis by targeting PDCD4 in glioblastoma cells.,1
miR-125a Suppresses TrxR1 Expression and Is Involved in H2O2-Induced Oxidative Stress in Endothelial Cells.,1
